,netcharge,netural,gravy,molecularweight,neg,pos,hphobic,instability,pI,aromaticity
0,2.51560173316,0.328125,-0.850520833333,44301.9004,0.114583333333,0.1484375,0.408854166667,52.5911458333,8.49432373047,0.106770833333
1,-11.0608524586,0.313131313131,-0.09515151515150001,53712.5259,0.115151515152,0.10303030303,0.468686868687,29.9315151515,5.17218017578,0.08888888888889998
2,-1.23475265338,0.25462962963,-0.00972222222222,24341.7618,0.106481481481,0.115740740741,0.523148148148,22.2601851852,6.29766845703,0.12037037037
3,-24.771246624,0.351800554017,-0.8911357340719999,40551.5944,0.182825484765,0.135734072022,0.329639889197,57.3257617729,4.68328857422,0.0664819944598
4,-4.51538537659,0.305982905983,-0.363931623932,68835.027,0.121367521368,0.131623931624,0.441025641026,37.4820854701,6.19281005859,0.105982905983
5,-11.1414171092,0.330316742081,-0.562895927602,24516.1272,0.162895927602,0.131221719457,0.37556561086,46.5013574661,4.89605712891,0.0407239819005
6,-17.367575982,0.315492957746,-0.308450704225,79416.84519999998,0.125352112676,0.132394366197,0.42676056338,40.3174647887,5.71026611328,0.069014084507
7,16.9471360247,0.340425531915,-0.554137115839,47998.2032,0.08983451536639998,0.141843971631,0.427895981087,48.9239243499,9.67510986328,0.0992907801418
8,-16.0290236881,0.244505494505,-1.02884615385,40735.7953,0.211538461538,0.178571428571,0.365384615385,52.4758516484,5.06597900391,0.0521978021978
9,3.35284201756,0.354961832061,-0.608015267176,28974.2621,0.106870229008,0.156488549618,0.381679389313,52.5153053435,8.53875732422,0.0572519083969
10,-12.1101548116,0.295634920635,-0.429365079365,111501.784,0.151785714286,0.152777777778,0.399801587302,40.033640873,5.81951904297,0.0515873015873
11,-9.11654446696,0.345541401274,-0.471656050955,70641.5656,0.111464968153,0.12101910828,0.421974522293,48.0487420382,5.92608642578,0.0923566878981
12,-3.64296460667,0.386175807663,-0.453042824944,143299.3589,0.0856498873028,0.0969196093163,0.431254695718,45.586701728,6.50628662109,0.07362885048839998
13,-23.4412018105,0.302521008403,-0.721008403361,13171.035,0.260504201681,0.0672268907563,0.36974789916,47.3588235294,3.81512451172,0.0252100840336
14,11.9953977754,0.26714801444,-0.306137184116,31443.2096,0.108303249097,0.173285198556,0.451263537906,42.068267148,9.43756103516,0.086642599278
15,-29.9880188224,0.332717190388,-0.621072088725,61011.9186,0.155268022181,0.129390018484,0.382624768946,50.7682255083,4.91644287109,0.0776340110906
16,15.199740313,0.299180327869,-0.43893442623,56011.4778,0.102459016393,0.149590163934,0.448770491803,35.6795286885,9.32012939453,0.110655737705
17,-21.8483028821,0.322891566265,-0.627228915663,47293.5919,0.168674698795,0.134939759036,0.373493975904,56.7525301205,4.92889404297,0.0939759036145
18,1.2756659183,0.245614035088,0.5,26275.7744,0.0745614035088,0.118421052632,0.561403508772,30.9728508772,7.78375244141,0.135964912281
19,-21.0781038951,0.265993265993,-0.595622895623,34324.2044,0.191919191919,0.13468013468,0.407407407407,51.4946127946,4.63995361328,0.0942760942761
20,0.716343209795,0.373205741627,-0.98038277512,23144.2927,0.143540669856,0.157894736842,0.325358851675,47.914354067,7.84112548828,0.0622009569378
21,4.77623565517,0.25730994152,0.00350877192982,19342.4324,0.0994152046784,0.146198830409,0.497076023392,23.2175438596,9.39556884766,0.0760233918129
22,-6.21256589312,0.307142857143,-0.477142857143,15839.6423,0.135714285714,0.114285714286,0.442857142857,38.4185714286,5.01239013672,0.0928571428571
23,-51.3644160354,0.309401709402,-0.608717948718,64942.9203,0.186324786325,0.117948717949,0.386324786325,42.7482051282,4.47735595703,0.0683760683761
24,9.5481954464,0.330508474576,-0.534604519774,81241.23119999998,0.11581920904,0.146892655367,0.406779661017,44.5696468927,8.59539794922,0.108757062147
25,2.38384463686,0.311688311688,-0.161904761905,50302.8223,0.112554112554,0.138528138528,0.437229437229,29.1041341991,8.131164550779998,0.08658008658009998
26,-34.2664643601,0.254777070064,-0.81847133758,18031.0431,0.267515923567,0.0636942675159,0.414012738854,46.0643312102,3.76934814453,0.12101910828
27,-11.3130026714,0.58371040724,0.0660633484163,21338.576,0.0633484162896,0.0226244343891,0.330316742081,18.6339366516,4.04193115234,0.0588235294118
28,9.538693156870002,0.310699588477,-0.255144032922,57420.5349,0.0987654320988,0.144032921811,0.446502057613,45.251090535,8.77264404297,0.127572016461
29,-7.62577957386,0.312629399586,-0.234782608696,53529.2835,0.115942028986,0.120082815735,0.451345755694,41.2973084886,5.75726318359,0.0848861283644
30,-44.0653109282,0.333333333333,-0.7386809269159998,62584.1693,0.176470588235,0.122994652406,0.367201426025,54.6903743316,4.60406494141,0.048128342246
31,-4.02348932303,0.354969574037,-0.57261663286,55968.3222,0.127789046653,0.131845841785,0.385395537525,54.3821501014,6.01226806641,0.08316430020279998
32,-2.39068251454,0.228571428571,-0.955238095238,12533.1203,0.219047619048,0.209523809524,0.342857142857,47.3152380952,5.53997802734,0.0571428571429
33,17.8028571276,0.227513227513,-0.387830687831,21679.3216,0.100529100529,0.216931216931,0.455026455026,23.6322751323,9.90277099609,0.0687830687831
34,14.6772037193,0.310606060606,-0.730303030303,14407.3589,0.08333333333329998,0.212121212121,0.393939393939,39.525,10.0995483398,0.0530303030303
35,-1.07569635754,0.302447552448,-0.527272727273,65742.7569,0.132867132867,0.157342657343,0.407342657343,40.9015909091,6.78082275391,0.09790209790210001
36,-3.33076625442,0.362745098039,-0.449509803922,22823.3775,0.132352941176,0.127450980392,0.377450980392,37.1921568627,5.50579833984,0.08333333333329998
37,3.41713173161,0.245954692557,-0.682200647249,35870.4864,0.145631067961,0.187702265372,0.42071197411,69.7152427184,8.672180175779998,0.07443365695789998
38,7.92804237231,0.361643835616,-1.36493150685,41226.5807,0.172602739726,0.205479452055,0.260273972603,72.3920547945,9.29644775391,0.0383561643836
39,-3.4137755527,0.346534653465,-0.228712871287,10714.9274,0.138613861386,0.118811881188,0.39603960396,49.9603960396,5.03961181641,0.019801980198
40,-11.3620513988,0.27880512091,-0.472972972973,81890.1196,0.143669985775,0.143669985775,0.433854907539,37.6890611664,5.69036865234,0.113798008535
41,-3.04903931059,0.266375545852,0.0947598253275,25702.6144,0.117903930131,0.126637554585,0.489082969432,41.0026637555,5.97589111328,0.0873362445415
42,0.709024035343,0.294392523364,-0.616822429907,24594.6298,0.121495327103,0.18691588785,0.397196261682,41.4790186916,7.24310302734,0.0794392523364
43,-23.1844572709,0.25202520252,0.187938793879,126287.087,0.107110711071,0.108910891089,0.53195319532,42.4952565257,5.59344482422,0.112511251125
44,-12.4965632224,0.342168674699,-0.393253012048,46149.1044,0.122891566265,0.118072289157,0.41686746988,37.178313253,5.35028076172,0.0795180722892
